trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1010,False,"{'a': 0.01, 'e': 0.09900990099009901}",25,1,48.73136047283034,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1011,False,"{'a': 0.01, 'e': 0.09891196834817013}",35,16,-13.496257902869944,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
1012,False,"{'a': 0.01, 'e': 0.09881422924901184}",25,-21,46.08001811819411,"{0: 42, 1: 2, 2: 2, 3: 0, 4: 0}",0
1013,False,"{'a': 0.01, 'e': 0.09871668311944717}",20,0,-10.202414584752374,"{0: 17, 1: 1, 2: 0, 3: 2, 4: 0}",1
1014,False,"{'a': 0.01, 'e': 0.09861932938856015}",25,10,5.708503130559648,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
1015,False,"{'a': 0.01, 'e': 0.09852216748768472}",20,14,8.86798547601736,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1016,False,"{'a': 0.01, 'e': 0.09842519685039369}",30,20,20.188432666986692,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1017,False,"{'a': 0.01, 'e': 0.09832841691248771}",20,6,27.01847445778538,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1018,False,"{'a': 0.01, 'e': 0.09823182711198429}",20,8,20.711288023403625,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1019,False,"{'a': 0.01, 'e': 0.09813542688910697}",25,2,42.40017748884803,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1020,False,"{'a': 0.01, 'e': 0.0980392156862745}",25,12,5.728665816821041,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
1021,False,"{'a': 0.01, 'e': 0.0979431929480901}",20,13,12.860176606189397,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1022,False,"{'a': 0.01, 'e': 0.09784735812133072}",25,10,25.328753952115605,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1023,False,"{'a': 0.01, 'e': 0.09775171065493646}",25,-3,7.672852994723797,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 1}",0
1024,False,"{'a': 0.01, 'e': 0.09765625}",25,8,23.896179679666805,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1025,False,"{'a': 0.01, 'e': 0.0975609756097561}",20,11,21.66731212762401,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1026,False,"{'a': 0.01, 'e': 0.09746588693957116}",25,18,12.242118743277553,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1027,False,"{'a': 0.01, 'e': 0.09737098344693282}",30,13,33.44441939796964,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1028,False,"{'a': 0.01, 'e': 0.09727626459143969}",25,15,17.93092466324537,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1029,False,"{'a': 0.01, 'e': 0.09718172983479105}",25,13,25.258166264539863,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1030,False,"{'a': 0.01, 'e': 0.0970873786407767}",20,13,14.371780782522888,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1031,False,"{'a': 0.01, 'e': 0.09699321047526673}",25,19,10.861973222563325,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1032,False,"{'a': 0.01, 'e': 0.09689922480620154}",20,9,-21.468270703415712,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1033,False,"{'a': 0.01, 'e': 0.0968054211035818}",20,8,19.270728134026612,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1034,False,"{'a': 0.01, 'e': 0.09671179883945842}",20,-12,34.14731668111879,"{0: 31, 1: 0, 2: 0, 3: 1, 4: 0}",0
1035,False,"{'a': 0.01, 'e': 0.0966183574879227}",30,23,11.753775799540858,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1036,False,"{'a': 0.01, 'e': 0.09652509652509653}",30,13,30.1174902511488,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1037,False,"{'a': 0.01, 'e': 0.09643201542912246}",20,11,22.034718190955267,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1038,False,"{'a': 0.01, 'e': 0.09633911368015413}",20,9,20.1684219620724,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1039,False,"{'a': 0.01, 'e': 0.09624639076034648}",20,11,14.358785286440007,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1040,False,"{'a': 0.01, 'e': 0.09615384615384615}",30,18,-18.492838601936512,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1041,False,"{'a': 0.01, 'e': 0.09606147934678194}",30,19,-21.83116267658881,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1042,False,"{'a': 0.01, 'e': 0.09596928982725528}",25,-1,44.330487797904176,"{0: 25, 1: 1, 2: 0, 3: 0, 4: 0}",1
1043,False,"{'a': 0.01, 'e': 0.09587727708533078}",20,8,24.895521395601452,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1044,False,"{'a': 0.01, 'e': 0.09578544061302682}",25,12,27.29973634326343,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1045,False,"{'a': 0.01, 'e': 0.0956937799043062}",30,14,8.85255375543112,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
1046,False,"{'a': 0.01, 'e': 0.09560229445506692}",20,10,18.997243683135988,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1047,False,"{'a': 0.01, 'e': 0.09551098376313276}",30,-2,45.897866088550074,"{0: 31, 1: 0, 2: 1, 3: 0, 4: 0}",0
1048,False,"{'a': 0.01, 'e': 0.09541984732824427}",25,7,24.932762907591805,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1049,False,"{'a': 0.01, 'e': 0.09532888465204957}",20,13,15.435622033072256,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1050,False,"{'a': 0.01, 'e': 0.09523809523809523}",35,16,28.998079896556387,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
1051,False,"{'a': 0.01, 'e': 0.09514747859181732}",20,9,21.900583891377234,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1052,False,"{'a': 0.01, 'e': 0.09505703422053233}",20,3,30.84635585006417,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1053,False,"{'a': 0.01, 'e': 0.0949667616334283}",20,10,15.939989167915956,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1054,False,"{'a': 0.01, 'e': 0.09487666034155597}",20,12,15.5063700878274,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1055,False,"{'a': 0.01, 'e': 0.0947867298578199}",25,8,29.065624384204696,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1056,False,"{'a': 0.01, 'e': 0.0946969696969697}",35,23,25.076378133605786,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1057,False,"{'a': 0.01, 'e': 0.0946073793755913}",25,8,9.038346261233364,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
1058,False,"{'a': 0.01, 'e': 0.0945179584120983}",25,-6,16.092455101304488,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 1}",0
1059,False,"{'a': 0.01, 'e': 0.09442870632672333}",20,5,17.501238721972,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1060,False,"{'a': 0.01, 'e': 0.09433962264150944}",20,16,6.662343436035835,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1061,False,"{'a': 0.01, 'e': 0.09425070688030161}",20,-10,59.08058006742015,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1062,False,"{'a': 0.01, 'e': 0.09416195856873823}",25,18,14.11125564993818,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1063,False,"{'a': 0.01, 'e': 0.09407337723424271}",20,12,11.952394098156404,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1064,False,"{'a': 0.01, 'e': 0.09398496240601503}",20,-3,43.32483594269259,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",0
1065,False,"{'a': 0.01, 'e': 0.09389671361502347}",30,15,20.398694309721375,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1066,False,"{'a': 0.01, 'e': 0.09380863039399624}",35,24,-2.0462674514047743,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
1067,False,"{'a': 0.01, 'e': 0.09372071227741331}",20,14,10.783460644127132,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1068,False,"{'a': 0.01, 'e': 0.09363295880149813}",20,10,19.837118004029342,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1069,False,"{'a': 0.01, 'e': 0.09354536950420955}",20,9,22.265114251238334,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1070,False,"{'a': 0.01, 'e': 0.09345794392523364}",20,12,15.37627413677265,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1071,False,"{'a': 0.01, 'e': 0.09337068160597571}",30,12,30.78377174570446,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1072,False,"{'a': 0.01, 'e': 0.09328358208955223}",25,20,5.847304168765614,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1073,False,"{'a': 0.01, 'e': 0.09319664492078285}",25,13,23.768626867361323,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1074,False,"{'a': 0.01, 'e': 0.0931098696461825}",20,8,14.708696019145485,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1075,False,"{'a': 0.01, 'e': 0.09302325581395349}",20,13,13.290385143046546,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1076,False,"{'a': 0.01, 'e': 0.0929368029739777}",35,-2,44.08660406023297,"{0: 36, 1: 0, 2: 0, 3: 1, 4: 0}",0
1077,False,"{'a': 0.01, 'e': 0.09285051067780874}",30,14,34.14005323039226,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1078,False,"{'a': 0.01, 'e': 0.0927643784786642}",30,22,-26.367069099874634,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1079,False,"{'a': 0.01, 'e': 0.09267840593141798}",30,13,32.652395884814275,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1080,False,"{'a': 0.01, 'e': 0.09259259259259259}",20,5,24.658381199934826,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1081,False,"{'a': 0.01, 'e': 0.09250693802035152}",25,-1,33.29323087850109,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
1082,False,"{'a': 0.01, 'e': 0.09242144177449169}",25,11,24.93101444156056,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1083,False,"{'a': 0.01, 'e': 0.09233610341643582}",20,13,14.210735085322678,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1084,False,"{'a': 0.01, 'e': 0.09225092250922509}",20,10,7.23859430423116,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1085,False,"{'a': 0.01, 'e': 0.09216589861751152}",20,14,10.55103835517217,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1086,False,"{'a': 0.01, 'e': 0.09208103130755065}",20,15,9.2645588069743,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1087,False,"{'a': 0.01, 'e': 0.09199632014719411}",20,12,10.346155906094367,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1088,False,"{'a': 0.01, 'e': 0.09191176470588235}",20,10,8.909982552798514,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1089,False,"{'a': 0.01, 'e': 0.09182736455463728}",20,-2,44.168700746706456,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",0
1090,False,"{'a': 0.01, 'e': 0.09174311926605504}",20,1,29.618773866832008,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
1091,False,"{'a': 0.01, 'e': 0.09165902841429881}",20,12,13.8956250250117,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1092,False,"{'a': 0.01, 'e': 0.09157509157509157}",30,12,0.1739503867663199,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
1093,False,"{'a': 0.01, 'e': 0.09149130832570906}",20,2,-5.516120644088836,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
1094,False,"{'a': 0.01, 'e': 0.09140767824497258}",20,0,40.36343396439412,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1095,False,"{'a': 0.01, 'e': 0.091324200913242}",25,-6,55.87133524949013,"{0: 31, 1: 0, 2: 0, 3: 0, 4: 0}",0
1096,False,"{'a': 0.01, 'e': 0.09124087591240876}",20,13,13.206123621023696,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1097,False,"{'a': 0.01, 'e': 0.09115770282588878}",25,16,16.697494522212924,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1098,False,"{'a': 0.01, 'e': 0.09107468123861566}",20,16,6.636180474993573,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1099,False,"{'a': 0.01, 'e': 0.09099181073703366}",20,14,10.959293112984515,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1100,False,"{'a': 0.01, 'e': 0.09090909090909091}",30,11,38.558938472758584,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1101,False,"{'a': 0.01, 'e': 0.09082652134423251}",35,23,23.801769273096948,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1102,False,"{'a': 0.01, 'e': 0.09074410163339383}",20,-7,41.00335169724035,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 0}",0
1103,False,"{'a': 0.01, 'e': 0.09066183136899365}",20,-2,44.41406472852588,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",0
1104,False,"{'a': 0.01, 'e': 0.09057971014492752}",30,20,20.72809320456939,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1105,False,"{'a': 0.01, 'e': 0.09049773755656108}",20,9,-25.85666331608341,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1106,False,"{'a': 0.01, 'e': 0.09041591320072333}",20,9,-24.056970172959566,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1107,False,"{'a': 0.01, 'e': 0.09033423667570009}",20,4,12.431523886877121,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
1108,False,"{'a': 0.01, 'e': 0.09025270758122744}",25,14,21.319107581476153,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1109,False,"{'a': 0.01, 'e': 0.09017132551848513}",20,10,21.58811788158023,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1110,False,"{'a': 0.01, 'e': 0.0900900900900901}",25,13,-18.93268339392685,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1111,False,"{'a': 0.01, 'e': 0.09000900090009001}",20,13,15.443834309302783,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1112,False,"{'a': 0.01, 'e': 0.08992805755395683}",25,17,18.47185216363603,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1113,False,"{'a': 0.01, 'e': 0.08984725965858041}",25,11,24.842457242960187,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1114,False,"{'a': 0.01, 'e': 0.08976660682226212}",25,15,14.067490700645664,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1115,False,"{'a': 0.01, 'e': 0.08968609865470852}",20,-11,52.066263329802666,"{0: 30, 1: 1, 2: 0, 3: 0, 4: 0}",0
1116,False,"{'a': 0.01, 'e': 0.08960573476702509}",25,3,28.796703365800145,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
1117,False,"{'a': 0.01, 'e': 0.08952551477170993}",25,16,17.89196087112352,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1118,False,"{'a': 0.01, 'e': 0.08944543828264759}",20,0,26.339671171173173,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1119,False,"{'a': 0.01, 'e': 0.08936550491510277}",20,-2,42.93813266764369,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",0
1120,False,"{'a': 0.01, 'e': 0.08928571428571427}",30,12,34.88423376733282,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1121,False,"{'a': 0.01, 'e': 0.08920606601248884}",20,6,26.63052555759797,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1122,False,"{'a': 0.01, 'e': 0.08912655971479501}",20,6,26.390420622550703,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1123,False,"{'a': 0.01, 'e': 0.08904719501335707}",25,16,20.812622059900303,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1124,False,"{'a': 0.01, 'e': 0.08896797153024912}",30,18,9.269509734372766,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1125,False,"{'a': 0.01, 'e': 0.08888888888888889}",20,8,-9.407823694270386,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
1126,False,"{'a': 0.01, 'e': 0.08880994671403197}",20,9,15.148494307899943,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1127,False,"{'a': 0.01, 'e': 0.08873114463176575}",20,11,18.734099684727315,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1128,False,"{'a': 0.01, 'e': 0.08865248226950355}",20,9,8.599187561853515,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1129,False,"{'a': 0.01, 'e': 0.08857395925597873}",20,-21,59.936410568650665,"{0: 40, 1: 0, 2: 1, 3: 0, 4: 0}",0
1130,False,"{'a': 0.01, 'e': 0.08849557522123894}",30,16,18.359959841767523,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1131,False,"{'a': 0.01, 'e': 0.08841732979664013}",20,9,19.392528605368714,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1132,False,"{'a': 0.01, 'e': 0.08833922261484099}",20,10,21.13057739938592,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1133,False,"{'a': 0.01, 'e': 0.088261253309797}",30,13,11.984224813493157,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
1134,False,"{'a': 0.01, 'e': 0.08818342151675485}",30,8,38.264910276529996,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1135,False,"{'a': 0.01, 'e': 0.0881057268722467}",25,-21,82.28094889224357,"{0: 45, 1: 1, 2: 0, 3: 0, 4: 0}",0
1136,False,"{'a': 0.01, 'e': 0.08802816901408451}",20,13,12.458480394501128,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1137,False,"{'a': 0.01, 'e': 0.08795074758135443}",30,7,43.36105979483445,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1138,False,"{'a': 0.01, 'e': 0.08787346221441124}",20,14,9.867950858640134,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1139,False,"{'a': 0.01, 'e': 0.08779631255487269}",25,8,11.75558348381168,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1140,False,"{'a': 0.01, 'e': 0.08771929824561403}",25,16,18.848282367802085,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1141,False,"{'a': 0.01, 'e': 0.0876424189307625}",25,11,23.98656280613493,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1142,False,"{'a': 0.01, 'e': 0.08756567425569177}",20,10,18.579832013843458,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1143,False,"{'a': 0.01, 'e': 0.08748906386701663}",25,13,-19.671948384379956,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1144,False,"{'a': 0.01, 'e': 0.08741258741258742}",25,13,24.515197048632274,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1145,False,"{'a': 0.01, 'e': 0.08733624454148471}",20,8,29.53279306865517,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1146,False,"{'a': 0.01, 'e': 0.08726003490401396}",25,-3,33.992291780135545,"{0: 27, 1: 0, 2: 0, 3: 1, 4: 0}",0
1147,False,"{'a': 0.01, 'e': 0.08718395815170009}",25,3,32.3524191885157,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1148,False,"{'a': 0.01, 'e': 0.08710801393728222}",35,9,48.359154709954986,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
1149,False,"{'a': 0.01, 'e': 0.08703220191470844}",25,17,-29.646293950105672,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1150,False,"{'a': 0.01, 'e': 0.08695652173913043}",20,7,24.500043127419314,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1151,False,"{'a': 0.01, 'e': 0.08688097306689835}",25,14,24.4190612455448,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1152,False,"{'a': 0.01, 'e': 0.08680555555555555}",30,18,23.363686521560922,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1153,False,"{'a': 0.01, 'e': 0.08673026886383348}",20,11,-36.50625220596183,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
1154,False,"{'a': 0.01, 'e': 0.08665511265164644}",30,13,-1.7416247230031194,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
1155,False,"{'a': 0.01, 'e': 0.08658008658008658}",20,6,27.55296489590158,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1156,False,"{'a': 0.01, 'e': 0.08650519031141868}",30,12,24.33867068098245,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1157,False,"{'a': 0.01, 'e': 0.08643042350907519}",20,14,9.175451220909597,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1158,False,"{'a': 0.01, 'e': 0.08635578583765112}",30,12,35.58632862176675,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1159,False,"{'a': 0.01, 'e': 0.08628127696289906}",25,-5,30.740006135504807,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
1160,False,"{'a': 0.01, 'e': 0.08620689655172414}",20,11,17.320547829395938,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1161,False,"{'a': 0.01, 'e': 0.08613264427217916}",20,12,15.682763410236825,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1162,False,"{'a': 0.01, 'e': 0.08605851979345955}",20,-9,45.68003546879241,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 0}",0
1163,False,"{'a': 0.01, 'e': 0.08598452278589853}",25,5,40.86839553710384,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1164,False,"{'a': 0.01, 'e': 0.0859106529209622}",25,20,9.001176832700693,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1165,False,"{'a': 0.01, 'e': 0.08583690987124463}",20,6,13.025174352990149,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1166,False,"{'a': 0.01, 'e': 0.08576329331046312}",30,-1,55.81841451846675,"{0: 31, 1: 0, 2: 0, 3: 0, 4: 0}",1
1167,False,"{'a': 0.01, 'e': 0.0856898029134533}",30,12,30.82585979464002,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1168,False,"{'a': 0.01, 'e': 0.08561643835616438}",20,10,15.431733573666513,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1169,False,"{'a': 0.01, 'e': 0.0855431993156544}",25,14,21.365833473092952,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1170,False,"{'a': 0.01, 'e': 0.08547008547008546}",20,10,17.605226296220085,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1171,False,"{'a': 0.01, 'e': 0.08539709649871904}",20,7,21.784121610714834,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1172,False,"{'a': 0.01, 'e': 0.08532423208191126}",20,13,12.08855213242701,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1173,False,"{'a': 0.01, 'e': 0.08525149190110827}",20,3,32.595266823774494,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1174,False,"{'a': 0.01, 'e': 0.08517887563884156}",25,8,30.8504496495935,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1175,False,"{'a': 0.01, 'e': 0.0851063829787234}",20,-8,32.53436886463904,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 0}",0
1176,False,"{'a': 0.01, 'e': 0.08503401360544217}",20,0,10.588345851384972,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
1177,False,"{'a': 0.01, 'e': 0.08496176720475786}",30,20,8.375346281635526,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1178,False,"{'a': 0.01, 'e': 0.08488964346349746}",20,13,12.031894740351786,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1179,False,"{'a': 0.01, 'e': 0.08481764206955046}",25,8,23.830386074440757,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1180,False,"{'a': 0.01, 'e': 0.0847457627118644}",20,14,9.320282348751494,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1181,False,"{'a': 0.01, 'e': 0.0846740050804403}",20,10,5.706658906760802,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1182,False,"{'a': 0.01, 'e': 0.08460236886632826}",35,19,29.458277740887677,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1183,False,"{'a': 0.01, 'e': 0.08453085376162299}",20,10,19.321030508252274,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1184,False,"{'a': 0.01, 'e': 0.08445945945945946}",20,13,12.030625089873041,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1185,False,"{'a': 0.01, 'e': 0.08438818565400844}",20,11,17.26886062365649,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1186,False,"{'a': 0.01, 'e': 0.08431703204047218}",25,-17,58.377157089442726,"{0: 40, 1: 0, 2: 2, 3: 0, 4: 0}",0
1187,False,"{'a': 0.01, 'e': 0.08424599831508002}",25,11,3.1632415469646586,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1188,False,"{'a': 0.01, 'e': 0.08417508417508417}",25,15,1.2266726877036214,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
1189,False,"{'a': 0.01, 'e': 0.08410428931875526}",30,18,24.05778342006348,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1190,False,"{'a': 0.01, 'e': 0.08403361344537814}",25,13,19.892571103339026,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1191,False,"{'a': 0.01, 'e': 0.08396305625524769}",20,8,10.421523430477322,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1192,False,"{'a': 0.01, 'e': 0.08389261744966443}",25,7,31.890164042506413,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
