trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1193,False,"{'a': 0.01, 'e': 0.08382229673093043}",20,15,6.431434781813749,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1194,False,"{'a': 0.01, 'e': 0.08375209380234507}",25,11,26.402694987639208,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1195,False,"{'a': 0.01, 'e': 0.08368200836820083}",20,14,-1.840875964321232,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1196,False,"{'a': 0.01, 'e': 0.08361204013377926}",20,14,10.567549757036675,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1197,False,"{'a': 0.01, 'e': 0.0835421888053467}",30,15,25.977802714800433,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1198,False,"{'a': 0.01, 'e': 0.08347245409015025}",30,11,28.880270516450548,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1199,False,"{'a': 0.01, 'e': 0.08340283569641367}",20,8,21.06682501406946,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1200,False,"{'a': 0.01, 'e': 0.08333333333333333}",30,12,-22.24906002444608,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
1201,False,"{'a': 0.01, 'e': 0.08326394671107411}",25,15,18.76601353487461,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1202,False,"{'a': 0.01, 'e': 0.0831946755407654}",20,9,23.75695362317879,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1203,False,"{'a': 0.01, 'e': 0.08312551953449708}",35,13,35.62015543728589,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1204,False,"{'a': 0.01, 'e': 0.0830564784053156}",20,13,2.5979535469547756,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1205,False,"{'a': 0.01, 'e': 0.08298755186721991}",20,12,13.8013574687112,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1206,False,"{'a': 0.01, 'e': 0.08291873963515754}",25,12,14.364238947601388,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1207,False,"{'a': 0.01, 'e': 0.08285004142502071}",25,10,14.66776268717978,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1208,False,"{'a': 0.01, 'e': 0.08278145695364239}",20,8,9.755630899509155,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1209,False,"{'a': 0.01, 'e': 0.0827129859387924}",20,2,19.991275665095053,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1210,False,"{'a': 0.01, 'e': 0.08264462809917356}",35,18,32.697704797251774,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1211,False,"{'a': 0.01, 'e': 0.08257638315441784}",20,6,23.512485403636948,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1212,False,"{'a': 0.01, 'e': 0.08250825082508251}",20,12,15.755904123528094,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1213,False,"{'a': 0.01, 'e': 0.08244023083264633}",25,18,11.97402214635438,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1214,False,"{'a': 0.01, 'e': 0.08237232289950576}",20,15,9.181982593336876,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1215,False,"{'a': 0.01, 'e': 0.0823045267489712}",25,-9,49.673655986139714,"{0: 33, 1: 0, 2: 1, 3: 0, 4: 0}",0
1216,False,"{'a': 0.01, 'e': 0.08223684210526316}",25,8,20.714429756247917,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1217,False,"{'a': 0.01, 'e': 0.08216926869350863}",20,16,6.164918008824649,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1218,False,"{'a': 0.01, 'e': 0.08210180623973727}",20,-6,50.532543548001016,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",0
1219,False,"{'a': 0.01, 'e': 0.08203445447087777}",25,17,16.220427329514678,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1220,False,"{'a': 0.01, 'e': 0.08196721311475409}",20,-15,48.87377767516044,"{0: 34, 1: 0, 2: 1, 3: 0, 4: 0}",0
1221,False,"{'a': 0.01, 'e': 0.0819000819000819}",25,2,0.21213119807854075,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
1222,False,"{'a': 0.01, 'e': 0.0818330605564648}",25,19,12.722010714267652,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1223,False,"{'a': 0.01, 'e': 0.08176614881439084}",25,7,33.24612471365661,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1224,False,"{'a': 0.01, 'e': 0.08169934640522876}",20,9,7.385643589186005,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1225,False,"{'a': 0.01, 'e': 0.08163265306122448}",30,13,38.240265986918615,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1226,False,"{'a': 0.01, 'e': 0.08156606851549755}",25,6,37.07724624763345,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1227,False,"{'a': 0.01, 'e': 0.08149959250203749}",25,7,33.43975714978402,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1228,False,"{'a': 0.01, 'e': 0.08143322475570032}",20,8,23.34369554637979,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1229,False,"{'a': 0.01, 'e': 0.08136696501220504}",20,5,28.62357751638428,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1230,False,"{'a': 0.01, 'e': 0.08130081300813008}",25,19,10.825996035709544,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1231,False,"{'a': 0.01, 'e': 0.08123476848090982}",20,10,-21.783464264403168,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1232,False,"{'a': 0.01, 'e': 0.08116883116883117}",30,15,12.637157235544423,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1233,False,"{'a': 0.01, 'e': 0.08110300081103}",20,-11,33.40636686499289,"{0: 29, 1: 0, 2: 2, 3: 0, 4: 0}",0
1234,False,"{'a': 0.01, 'e': 0.08103727714748785}",20,3,30.693016929985646,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1235,False,"{'a': 0.01, 'e': 0.08097165991902834}",25,11,24.98247074941826,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1236,False,"{'a': 0.01, 'e': 0.08090614886731393}",25,18,10.147768065906309,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1237,False,"{'a': 0.01, 'e': 0.08084074373484236}",20,-2,37.353015030049264,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",0
1238,False,"{'a': 0.01, 'e': 0.08077544426494346}",20,3,34.8105743769902,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1239,False,"{'a': 0.01, 'e': 0.08071025020177562}",20,11,16.873137182547556,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1240,False,"{'a': 0.01, 'e': 0.08064516129032258}",30,2,54.70258852311679,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
1241,False,"{'a': 0.01, 'e': 0.08058017727639001}",30,8,27.02006847241185,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1242,False,"{'a': 0.01, 'e': 0.08051529790660225}",30,7,27.694623841239178,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
1243,False,"{'a': 0.01, 'e': 0.08045052292839903}",20,8,11.500987625483498,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1244,False,"{'a': 0.01, 'e': 0.08038585209003216}",20,11,21.989753792885043,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1245,False,"{'a': 0.01, 'e': 0.08032128514056225}",20,15,9.528464200007038,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1246,False,"{'a': 0.01, 'e': 0.08025682182985554}",20,15,9.81896309291236,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1247,False,"{'a': 0.01, 'e': 0.08019246190858059}",25,14,13.996515859275348,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1248,False,"{'a': 0.01, 'e': 0.08012820512820512}",25,14,20.54554768709408,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1249,False,"{'a': 0.01, 'e': 0.08006405124099279}",25,13,22.80080485108453,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1250,False,"{'a': 0.01, 'e': 0.08}",25,5,30.358818545957014,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
1251,False,"{'a': 0.01, 'e': 0.07993605115907275}",20,12,17.126322558099226,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1252,False,"{'a': 0.01, 'e': 0.07987220447284345}",20,-12,47.87786384594411,"{0: 31, 1: 0, 2: 1, 3: 0, 4: 0}",0
1253,False,"{'a': 0.01, 'e': 0.07980845969672784}",25,11,27.448722910311936,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1254,False,"{'a': 0.01, 'e': 0.07974481658692184}",25,13,21.51508066773611,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1255,False,"{'a': 0.01, 'e': 0.0796812749003984}",25,14,15.3745989849298,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1256,False,"{'a': 0.01, 'e': 0.07961783439490445}",25,15,24.178131222254553,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1257,False,"{'a': 0.01, 'e': 0.07955449482895784}",35,12,43.54180527421031,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1258,False,"{'a': 0.01, 'e': 0.0794912559618442}",20,8,18.725642216371234,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1259,False,"{'a': 0.01, 'e': 0.07942811755361398}",20,8,23.695586888233446,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1260,False,"{'a': 0.01, 'e': 0.07936507936507936}",25,15,14.028064210564395,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1261,False,"{'a': 0.01, 'e': 0.07930214115781127}",30,10,28.3293081170118,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1262,False,"{'a': 0.01, 'e': 0.07923930269413629}",30,18,25.40569931049785,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1263,False,"{'a': 0.01, 'e': 0.0791765637371338}",20,6,25.239207123812935,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1264,False,"{'a': 0.01, 'e': 0.0791139240506329}",25,2,-14.662900003789742,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
1265,False,"{'a': 0.01, 'e': 0.07905138339920949}",20,10,17.038593410697494,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1266,False,"{'a': 0.01, 'e': 0.07898894154818326}",20,14,11.885251508853536,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1267,False,"{'a': 0.01, 'e': 0.07892659826361484}",25,19,12.080463310885523,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1268,False,"{'a': 0.01, 'e': 0.07886435331230283}",25,8,-7.755048368398581,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1269,False,"{'a': 0.01, 'e': 0.07880220646178093}",25,15,21.77255216555938,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1270,False,"{'a': 0.01, 'e': 0.07874015748031496}",25,14,22.069296520045278,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1271,False,"{'a': 0.01, 'e': 0.07867820613690008}",25,18,14.116780604215899,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1272,False,"{'a': 0.01, 'e': 0.07861635220125786}",20,6,16.15384470671019,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1273,False,"{'a': 0.01, 'e': 0.07855459544383346}",30,12,26.659180146741114,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1274,False,"{'a': 0.01, 'e': 0.07849293563579278}",20,13,11.67559999620638,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1275,False,"{'a': 0.01, 'e': 0.0784313725490196}",25,9,31.63666968980599,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1276,False,"{'a': 0.01, 'e': 0.07836990595611286}",25,13,25.347735617257353,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1277,False,"{'a': 0.01, 'e': 0.07830853563038372}",20,11,16.98475544423589,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1278,False,"{'a': 0.01, 'e': 0.07824726134585289}",20,7,25.73219962418942,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1279,False,"{'a': 0.01, 'e': 0.07818608287724785}",25,4,31.999852554371127,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
1280,False,"{'a': 0.01, 'e': 0.078125}",25,-7,52.642145360666646,"{0: 32, 1: 0, 2: 0, 3: 0, 4: 0}",0
1281,False,"{'a': 0.01, 'e': 0.078064012490242}",25,16,19.734666492908335,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1282,False,"{'a': 0.01, 'e': 0.078003120124805}",20,3,23.98391030504632,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1283,False,"{'a': 0.01, 'e': 0.0779423226812159}",20,5,19.507577189589632,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1284,False,"{'a': 0.01, 'e': 0.0778816199376947}",25,17,3.886377537597982,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1285,False,"{'a': 0.01, 'e': 0.07782101167315175}",25,10,28.026090370683622,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1286,False,"{'a': 0.01, 'e': 0.07776049766718507}",30,12,29.09147638722809,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1287,False,"{'a': 0.01, 'e': 0.0777000777000777}",20,9,15.65405527770747,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1288,False,"{'a': 0.01, 'e': 0.07763975155279502}",20,8,12.752756888698784,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1289,False,"{'a': 0.01, 'e': 0.07757951900698215}",30,8,30.470812581569792,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1290,False,"{'a': 0.01, 'e': 0.07751937984496124}",25,9,29.861480593534438,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1291,False,"{'a': 0.01, 'e': 0.07745933384972889}",25,15,-21.951905894475225,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1292,False,"{'a': 0.01, 'e': 0.07739938080495357}",20,13,15.128127791469941,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1293,False,"{'a': 0.01, 'e': 0.07733952049497293}",20,-3,44.79896206215389,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",0
1294,False,"{'a': 0.01, 'e': 0.07727975270479134}",30,17,13.039431758825117,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1295,False,"{'a': 0.01, 'e': 0.07722007722007722}",20,2,27.08358065411203,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1296,False,"{'a': 0.01, 'e': 0.07716049382716049}",35,12,26.649326692431558,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
1297,False,"{'a': 0.01, 'e': 0.07710100231303006}",25,15,21.80989851101198,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1298,False,"{'a': 0.01, 'e': 0.07704160246533127}",25,8,37.91250774033486,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1299,False,"{'a': 0.01, 'e': 0.07698229407236336}",20,-6,29.1937576290172,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",0
1300,False,"{'a': 0.01, 'e': 0.07692307692307693}",25,12,23.566984623671587,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1301,False,"{'a': 0.01, 'e': 0.07686395080707148}",25,14,22.257782012663423,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1302,False,"{'a': 0.01, 'e': 0.07680491551459294}",20,10,20.436867911623015,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1303,False,"{'a': 0.01, 'e': 0.07674597083653108}",25,8,36.698772664056236,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1304,False,"{'a': 0.01, 'e': 0.07668711656441718}",20,12,17.753582442899525,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1305,False,"{'a': 0.01, 'e': 0.07662835249042145}",20,6,13.968812612567977,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1306,False,"{'a': 0.01, 'e': 0.07656967840735068}",25,-1,7.5285156331732335,"{0: 23, 1: 0, 2: 3, 3: 0, 4: 0}",1
1307,False,"{'a': 0.01, 'e': 0.07651109410864575}",35,10,27.52159583063191,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",1
1308,False,"{'a': 0.01, 'e': 0.0764525993883792}",25,10,28.764015612837426,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1309,False,"{'a': 0.01, 'e': 0.07639419404125286}",20,16,9.740222656852367,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1310,False,"{'a': 0.01, 'e': 0.07633587786259542}",25,-3,52.132792668001805,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",0
1311,False,"{'a': 0.01, 'e': 0.07627765064836003}",30,11,34.729273852841054,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1312,False,"{'a': 0.01, 'e': 0.07621951219512195}",25,15,6.257112673237805,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1313,False,"{'a': 0.01, 'e': 0.07616146230007616}",20,10,21.554075199293255,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1314,False,"{'a': 0.01, 'e': 0.076103500761035}",25,3,37.077349758557894,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1315,False,"{'a': 0.01, 'e': 0.07604562737642585}",25,6,26.86612262889099,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
1316,False,"{'a': 0.01, 'e': 0.07598784194528875}",20,16,8.316546121948537,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1317,False,"{'a': 0.01, 'e': 0.07593014426727411}",20,14,11.792118680148624,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1318,False,"{'a': 0.01, 'e': 0.07587253414264036}",20,12,14.453796178350398,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1319,False,"{'a': 0.01, 'e': 0.0758150113722517}",20,6,25.773409533170447,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1320,False,"{'a': 0.01, 'e': 0.07575757575757575}",20,6,25.75357886740195,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1321,False,"{'a': 0.01, 'e': 0.07570022710068129}",20,4,18.41883672117799,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1322,False,"{'a': 0.01, 'e': 0.075642965204236}",25,20,9.559155812329365,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1323,False,"{'a': 0.01, 'e': 0.07558578987150416}",25,12,15.642251025947079,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1324,False,"{'a': 0.01, 'e': 0.0755287009063444}",20,3,32.121711315461056,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1325,False,"{'a': 0.01, 'e': 0.07547169811320754}",30,16,27.90253687219805,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1326,False,"{'a': 0.01, 'e': 0.07541478129713423}",25,14,20.8242518362452,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1327,False,"{'a': 0.01, 'e': 0.07535795026375283}",25,8,20.668564473099973,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1328,False,"{'a': 0.01, 'e': 0.0753012048192771}",20,10,20.98202500517836,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1329,False,"{'a': 0.01, 'e': 0.07524454477050413}",20,13,12.540773894289082,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1330,False,"{'a': 0.01, 'e': 0.07518796992481203}",25,13,22.488738501429328,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1331,False,"{'a': 0.01, 'e': 0.07513148009015777}",25,-7,60.62839088493806,"{0: 32, 1: 0, 2: 0, 3: 0, 4: 0}",0
1332,False,"{'a': 0.01, 'e': 0.07507507507507508}",25,15,19.17743090762438,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1333,False,"{'a': 0.01, 'e': 0.07501875468867217}",20,14,11.999928939450035,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1334,False,"{'a': 0.01, 'e': 0.07496251874062969}",20,3,31.83848723871677,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1335,False,"{'a': 0.01, 'e': 0.0749063670411985}",25,3,-7.618182270470793,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
1336,False,"{'a': 0.01, 'e': 0.07485029940119761}",30,18,19.995020006583193,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1337,False,"{'a': 0.01, 'e': 0.07479431563201196}",20,6,14.110351738848733,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1338,False,"{'a': 0.01, 'e': 0.07473841554559042}",30,19,21.514151073615082,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1339,False,"{'a': 0.01, 'e': 0.07468259895444361}",20,9,-21.89464720170972,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1340,False,"{'a': 0.01, 'e': 0.07462686567164178}",30,15,31.688196928162508,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1341,False,"{'a': 0.01, 'e': 0.07457121551081282}",20,10,8.846015911453835,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1342,False,"{'a': 0.01, 'e': 0.07451564828614009}",30,20,21.020799031905383,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1343,False,"{'a': 0.01, 'e': 0.07446016381236038}",20,2,33.42073183501944,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1344,False,"{'a': 0.01, 'e': 0.0744047619047619}",20,12,13.719747653423154,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1345,False,"{'a': 0.01, 'e': 0.07434944237918215}",20,14,10.682244145550744,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1346,False,"{'a': 0.01, 'e': 0.07429420505200594}",30,-17,77.96288607011388,"{0: 46, 1: 0, 2: 1, 3: 0, 4: 0}",0
1347,False,"{'a': 0.01, 'e': 0.07423904974016332}",20,9,19.001130740101154,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1348,False,"{'a': 0.01, 'e': 0.07418397626112759}",20,12,13.604781074826583,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1349,False,"{'a': 0.01, 'e': 0.07412898443291327}",30,13,33.79500759727368,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1350,False,"{'a': 0.01, 'e': 0.07407407407407407}",25,12,24.769553261650852,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1351,False,"{'a': 0.01, 'e': 0.07401924500370097}",30,18,25.189109219138828,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1352,False,"{'a': 0.01, 'e': 0.07396449704142012}",25,12,23.16264553678286,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1353,False,"{'a': 0.01, 'e': 0.07390983000739097}",30,22,-5.881670024150256,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
1354,False,"{'a': 0.01, 'e': 0.07385524372230427}",20,12,3.6586163244994054,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1355,False,"{'a': 0.01, 'e': 0.07380073800738007}",35,24,19.304638320623912,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1356,False,"{'a': 0.01, 'e': 0.07374631268436578}",25,8,34.6174609647232,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1357,False,"{'a': 0.01, 'e': 0.07369196757553427}",25,16,0.557827555265421,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1358,False,"{'a': 0.01, 'e': 0.07363770250368189}",20,8,24.33237804028193,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1359,False,"{'a': 0.01, 'e': 0.07358351729212656}",20,16,7.332073563145387,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1360,False,"{'a': 0.01, 'e': 0.07352941176470588}",20,10,19.900942199530288,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1361,False,"{'a': 0.01, 'e': 0.07347538574577517}",25,14,17.286594684632025,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1362,False,"{'a': 0.01, 'e': 0.07342143906020557}",20,12,-26.312478350684085,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1363,False,"{'a': 0.01, 'e': 0.07336757153338225}",20,8,-20.80438174600298,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1364,False,"{'a': 0.01, 'e': 0.07331378299120234}",25,18,13.746379328196904,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1365,False,"{'a': 0.01, 'e': 0.07326007326007326}",25,10,23.485000183492073,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1366,False,"{'a': 0.01, 'e': 0.07320644216691069}",20,2,36.78576151811135,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1367,False,"{'a': 0.01, 'e': 0.07315288953913679}",35,27,10.974175252877261,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1368,False,"{'a': 0.01, 'e': 0.07309941520467836}",30,16,24.630804652355142,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1369,False,"{'a': 0.01, 'e': 0.07304601899196494}",25,11,26.534667718473628,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1370,False,"{'a': 0.01, 'e': 0.072992700729927}",20,-2,41.184904056212,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",0
1371,False,"{'a': 0.01, 'e': 0.07293946024799416}",25,17,14.245852936326076,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1372,False,"{'a': 0.01, 'e': 0.07288629737609328}",25,11,-21.03382323424087,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1373,False,"{'a': 0.01, 'e': 0.07283321194464676}",25,16,18.526237291285586,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1374,False,"{'a': 0.01, 'e': 0.07278020378457059}",20,8,-9.67739016522072,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
1375,False,"{'a': 0.01, 'e': 0.07272727272727272}",20,6,14.560645089019191,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
